"gamename",positive,negative,rating
"Kitty Rescue",16,6,0.6388
"Kitty Tactics",11,0,0.7634
"Kittypocalypse",169,19,0.8166
"Kittypocalypse - Ungoggled",40,10,0.7081
"Kivi, Toilet and Shotgun",246,241,0.5043
"KIWAYA",1,0,0.5942
"Kiya",27,3,0.7577
"Klang",87,28,0.6952
"-KLAUS-",77,11,0.7779
"Klepto",63,154,0.3318
"klocki",4121,119,0.9337
"Klondike & Girls",24,18,0.5484
"Klondike Solitaire Kings",1,4,0.3749
"KNACK",24,9,0.6487
"Knee Deep",127,33,0.7301
"Knife Club VR",45,5,0.7775
"K'nife Fight",3,0,0.6706
"Knife Flipping",10,9,0.5156
"Knife Hit Dash",28,44,0.4194
"Knife Only",3,1,0.596
"Knife Quest",0,1,0.4058
"Knife Sisters",20,4,0.7068
"KnifeBoy",4,3,0.5332
"Knight & Damsel",5,1,0.6478
"Knight Adventure",23,35,0.4269
"Knight Arena",0,3,0.3294
"Knight Bewitched",89,6,0.8263
"Knight Bewitched 2",17,0,0.7905
"Knight Club +",93,6,0.8295
"Knight Dice",7,2,0.6389
"Knight Eternal",16,0,0.7869
"Knight Fighter",6,15,0.3702
"Knight King Assassin",14,4,0.6633
"Knight of the Hamsters",10,5,0.5943
"Knight Of The Parking Lot",2,0,0.6408
"Knight Online",4578,4841,0.4869
"Knight Solitaire",8,1,0.6944
"Knight Squad",293,50,0.7932
"Knight Squad 2",78,2,0.8485
"Knight Squad 2 Trials",36,2,0.7989
"Knight Swap",64,3,0.8274
"Knight Swap 2",26,1,0.7932
"Knight Terrors",19,1,0.77
"Knight Throde",4,1,0.6251
"Knight`s Pride",5,3,0.5605
"Knightczech",2,0,0.6408
"Knightfall",14,0,0.7787
"Knightfall™: Rivals",58,43,0.5558
"Knightin'+",137,22,0.7832
"Knightmare",1,0,0.5942
"Knightmare Tower",453,31,0.8682
"KnightOut",13,4,0.6538
"KnightRoyale",7,0,0.7326
"KNIGHTS",583,29,0.8871
"Knights and Bikes",268,17,0.8601
"Knights and Dungeons",88,18,0.7493
"Knights and Merchants",3123,614,0.8075
"Knights College",725,18,0.9108
"Knights Hunt",29,54,0.3891
"Knight's maze",6,2,0.621
"Knights of Galiveth",12,10,0.5278
"Knights of Grumthorr",0,1,0.4058
"Knights of Grumthorr 2",1,0,0.5942
"Knights of Hearts",9,17,0.4032
"Knights of Honor",1627,127,0.8825
"Knights of Light: The Prologue",6,31,0.2752
"Knights of Pen and Paper +1",2482,481,0.8072
"Knights of Pen and Paper 2",1738,246,0.8378
"Knights of Pen and Paper 2: Free Edition",111,55,0.6325
"Knights of Riddle",1,0,0.5942
"Knights of Tartarus",25,5,0.7148
"Knights of the Card Table",20,7,0.6525
"Knights of the Chalice",52,4,0.8017
"Knights of the Drowned Table",4,8,0.4103
"Knights of the Sky",16,11,0.5586
"Knights of the Temple: Infernal Crusade",35,1,0.813
"Knight's Retreat",62,4,0.8155
"Knights Rubbish",1,1,0.5
"KnightShift",673,374,0.6252
"Knighty Night",8,2,0.6542
"Knock Harder",257,5,0.8911
"Knock Harder: Useless",345,16,0.8783
"Knock on the Coffin Lid",269,42,0.8002
"Knockback: The Awakening",16,0,0.7869
"KnockDown",1,0,0.5942
"Knockdown the Ball",9,7,0.5359
"Knockdown the Ball Twice",0,1,0.4058
"Knock-knock",1260,179,0.8335
"Knockout Bowling vr",0,2,0.3592
"Knockout Checkers Chamber",47,8,0.749
"Knockout Daddy",12,1,0.7319
"Knockout League",250,63,0.7458
"Knockout Party",33,14,0.6391
"Knossos",2,0,0.6408
"Knot",16,2,0.7286
"KnotBot",33,10,0.6818
"Knytt Underground",325,52,0.8014
"KO Mech",41,4,0.7813
"Koala Kids",149,18,0.8083
"KobberParty - Castle Explorer",1,1,0.5
"Kobold Slayer",2,2,0.5
"KOBOLD: Chapter I",181,39,0.7592
"KoboldKare",98,13,0.7904
"Koboomballs",0,1,0.4058
"KOEWOTAYORINI / ????",729,115,0.8159
"KOEWOTAYORINI SP / ????SP",184,9,0.8605
"Kofi Quest: Alpha MOD",169,7,0.8633
"Kogent Defender",1,1,0.5
"Kohan II: Kings of War",150,15,0.8213
"Kohan: Ahriman's Gift",92,13,0.7838
"Kohan: Immortal Sovereigns",65,10,0.7671
"Kohate",39,3,0.7904
"Koi",95,18,0.7588
"Koi Farm",156,6,0.8631
"Koi Musubi",245,22,0.84
"Koi Solitaire",1,0,0.5942
"Koi Unleashed",4,1,0.6251
"Koihime Enbu",225,38,0.7892
"Koihime Enbu RyoRaiRai",90,8,0.8135
"Koikoi",5,0,0.7084
"Koi-Koi Japan [Hanafuda playing cards]",930,64,0.8811
"Kojou",1,0,0.5942
"KOJOUJI",6,6,0.5
"Kokoda VR",32,4,0.7577
"Kokorogawari",9,1,0.7057
"Kokurase",112,8,0.831
"Kolb Antarctica Experience",6,5,0.5239
"Koliseum Soccer VR",8,4,0.5897
"Kolkhoz: The Red Wedge",11,6,0.5855
"KOLOBOK",36,53,0.4291
"Koloro",61,2,0.8344
"Kolumno",16,11,0.5586
"Koma",10,0,0.7571
"Kombi Travels - Jigsaw Landscapes",12,1,0.7319
"Kombine",66,22,0.6853
"KOMMERSANT",10,1,0.7155
"Kommissar",8,24,0.3373
"Komori Fruit Rush",4,0,0.692
"Kona",2087,419,0.8013
"Kongfusion",23,5,0.7048
"Konrad the Kitten - a virtual but real cat",30,6,0.7209
"Konrad the Rocket",4,0,0.692
"KONSAIRI",12,5,0.6196
"Kontrakt",24,17,0.5577
"Kontrol Flow",1,1,0.5
"Konung 2",107,19,0.768
"Konung 3: Ties of the Dynasty",55,26,0.6315
"Koo & Yuu",22,1,0.7811
"KOORING VR Coding Adventure",7,0,0.7326
"Kooring VR Wonderland : Heart Castle Crush",3,0,0.6706
"Kooring VR Wonderland : Mecadino's Attack",8,0,0.7419
"Kopanito All-Stars Soccer",1988,380,0.8068
"Koral",202,35,0.7845
"Kore",75,14,0.7543
"Korean Adventures in Russia",4,5,0.4722
"Korean Scary Folk Tales VR : The Forbidden Book",5,5,0.5
"Korona:Nemesis",4,1,0.6251
"Koropokkur in Love ~A Little Fairy’s Tale~",17,5,0.6666
"Korpus: Buried over the Black Soil",13,2,0.7075
"Korvae in space",2,0,0.6408
"Korvux",11,2,0.6897
"Korwin The Game",174,46,0.7336
"kosmickop",1,0,0.5942
"Kosmokrats",72,6,0.8095
"Kosmonavtes: Academy Escape",2,0,0.6408
"Kosmonavtes: Escape Reality",2,1,0.5569
"KosmoSquad",2,0,0.6408
"Kotel Ne Gori: A Friend of Lena Boots",33,3,0.7762
"KóterGame",47,8,0.749
"KOTH",9,1,0.7057
"Kotoba no Puzzle: Mojipittan Encore",17,1,0.7613
"Kotodama: The 7 Mysteries of Fujisawa",27,9,0.6657
"KovaaK 2.0",15400,1309,0.8991
"Koya Rift",14,27,0.3929
"Kozue's Strange Journey",121,8,0.8368
"K-Point Ski Jumping",75,19,0.7222
"Krai Mira: Extended Cut",138,83,0.6
"Krakatoa",6,5,0.5239
"Kraken",13,5,0.6306
"Kra-Ken",14,2,0.7152
"Kraken Smash: Volleyball",7,0,0.7326
"Krakout challenge",2,0,0.6408
"Krampus is Home",98,18,0.7626
"Krampus Quest",8,3,0.6197
"krAsAvA Shot",2,5,0.4003
"Krater",448,354,0.5508
"Krautscape",160,77,0.6414
"Kraven Manor",401,142,0.7027
"Kreedz Climbing",724,169,0.7706
"KreisReise",12,2,0.6991
"Krieg",23,4,0.7228
"Krim: The War in the Crimea, 1941-42",1,1,0.5
"Krinkle Krusher",20,22,0.4839
"Kris Kringle's Christmas Village VR",0,2,0.3592
"Kristallijn",7,1,0.6815
"Kritika:REBOOT",3493,1074,0.7439
"Kromaia",81,23,0.7102
"Kronorite",11,1,0.7242
"Kronos",11,8,0.5469
"KROSMAGA",674,246,0.7028
"Krosmaster Arena",186,109,0.607
"Krum - Battle Arena",11,8,0.5469
"KRUM - Edge Of Darkness",34,80,0.3466
"KRUNCH",33,16,0.62
"Krunker",3767,1155,0.7448
"Krush Kill ‘N Destroy 2: Krossfire",88,26,0.7067
"Krush Kill 'N Destroy Xtreme",56,14,0.7169
"KryptCrawler",9,14,0.4331
"Krystal the Adventurer",9,0,0.75
"Krystopia: A Puzzle Journey",41,2,0.8083
"Krystopia: Nova´s Journey",23,0,0.8079
"Ku: Shroud of the Morrigan",24,64,0.3316
"Kubble",23,1,0.7844
"Kubble Star",9,2,0.6676
"Kubifaktorium",296,73,0.7512
"Kuboom",1218,1224,0.4989
"Kubz VR",19,6,0.6625
"Kuchisake Onna - ????",37,11,0.6869
"KukkoroDays",300,9,0.8871
"Kukoo Kitchen",6,0,0.7217
"Kukoro: Stream chat games",220,5,0.8843
"Kukui",9,7,0.5359
"Kukui 2",4,0,0.692
"Kult of Ktulu: Olympic",14,0,0.7787
"Kult: Heretic Kingdoms",88,27,0.7018
"KUMACURE",8,3,0.6197
"KUMO The Little Robot",6,3,0.5833
"Kumoon : Ballistic Physics Puzzle",56,21,0.666
"KUNAI",275,58,0.7692
"Kung Fu All-Star VR",2,3,0.4583
"Kung Fu Panda Showdown of Legendary Legends",54,30,0.6054
"Kung Fu Ping Pong",2,1,0.5569
"Kung Fu Strike: The Warrior's Rise",844,224,0.7547
"Kung Fury: Street Rage",2067,226,0.8624
"Kungfu Beggar",17,25,0.4355
"Kungfu Cowboy",8,0,0.7419
"KungFu Kickball",19,0,0.7971
"KungFu Town VR",10,11,0.4856
"KuniTure",6,1,0.6662
"kunlun fight",11,4,0.6321
"Kunoichi Botan",277,57,0.7721
"Kunoichi Ninja",0,1,0.4058
"Kunoichi Tsubaki",66,12,0.7533
"Kuraburo Kai",3,4,0.4668
"Kuro survival",16,13,0.5331
"Kurogane of the sky",2,0,0.6408
"Kuros",10,1,0.7155
"Kurr Snaga",27,10,0.6529
"KURSK",157,178,0.4741
"Kursk - Battle at Prochorovka",9,9,0.5
"KURT - DER FUSSBALLMANAGER",11,3,0.6593
"KurtzPel",20229,11832,0.6252
"Kwaidan",16,6,0.6388
"Kygo 'Carry Me' VR Experience",25,4,0.732
"Kyklos Code",11,0,0.7634
"Kyle is Famous",841,60,0.8775
"Kyle Simulator",93,14,0.779
"Kyn",83,53,0.5852
"Kynseed",854,97,0.8475
"Kyo's Routine",1,0,0.5942
"Kyoto Colorful Days",123,20,0.7795
"KYOTO TANOJI QUEST",10,5,0.5943
"Kyurinaga's Revenge",11,3,0.6593
"L U N E",48,3,0.8069
"L.A. Noire",20190,3337,0.8409
"L.A. Noire: The VR Case Files",384,306,0.5486
"L.S.D.: Prologue to Lasting Spiritual Derangement",56,7,0.7777
"L.S.S",25,12,0.6169
"L.S.S II",7,1,0.6815
"La Aventura De Axel",6,0,0.7217
"La Camila : A VR Experience",35,9,0.7015
"LA Cops",86,72,0.5347
"La Corda d'Oro Octave - ?????? ?????",3,0,0.6706
"LA FORET DE PAGO : LA VENGEANCE DU DRAGON",15,1,0.751
"La Historia De",10,0,0.7571
"LA Monsters",18,6,0.6551
"La Peri",165,38,0.7497
"La Rana",350,13,0.8855
"La Tale - Evolved",194,161,0.5386
"Lab 03 Yrinth",6,14,0.38
"Lab 7: Cold Nights",24,1,0.7875
"Lab BreakOut",3,0,0.6706
"Lab Craft Survival",13,5,0.6306
"LAB Defence",6,8,0.4602
"Lab Rags",36,2,0.7989
"Lab Runner: X",1,1,0.5
"Lab.Gen.",10,1,0.7155
"LAB2-UndeR GrounD-",46,11,0.7166
"Labirinto",55,6,0.7857
"Labirinto 2",8,2,0.6542
"LabRat",2,0,0.6408
"labyrinth",189,84,0.6944
"labyrinth 2",4,0,0.692
"labyrinth 3",3,0,0.6706
"Labyrinth Escape",10,18,0.409
"Labyrinth Legend",21,0,0.8028
"Labyrinth of Refrain: Coven of Dusk",466,122,0.7496
"Labyrinth of the Chaka King",5,0,0.7084
"Labyrinth of the Witch",14,6,0.62
"Labyrinth Simulator",73,58,0.5441
"Labyrinth: The Exit Is Closer",2,0,0.6408
"Labyrinth: The War on Terror",61,16,0.7135
"Labyrinthian",13,2,0.7075
"Labyrinthine",1993,284,0.8387
"Labyrinthine Dreams",241,59,0.7489
"Labyrinths of Atlantis",8,42,0.2641
"Labyrinths of the World: Fools Gold Collector's Edition",2,0,0.6408
"Labyrinths of the World: Forbidden Muse Collector's Edition",6,3,0.5833
"Labyrinths of the World: Hearts of the Planet Collector's Edition",2,0,0.6408
"Labyrinths of the World: Shattered Soul Collector's Edition",11,0,0.7634
"Labyrinths of the World: The Wild Side Collector's Edition",6,1,0.6662
"Labyronia Elements",14,5,0.6407
"Labyronia RPG",847,315,0.7016
"Labyronia RPG 2",434,146,0.7117
"Lactea Volleyball",1,0,0.5942
"Lacuna Passage",75,20,0.7162
"Ladder Box",1,0,0.5942
"Ladderhead",4,0,0.692
"Ladies",1,1,0.5
"Ladies Orders",1,1,0.5
"Ladra",37,11,0.6869
"Lady and Blade",44,20,0.6341
"Ladybird Reflect",2,4,0.4261
"Ladybug Quest",21,2,0.7544
"Ladykiller in a Bind",248,16,0.8575
"Lady's Hentai Mosaic",54,16,0.6962
"Laedomanes",1,1,0.5
"Lagoon Lounge : The Poisonous Fountain",341,16,0.8777
"Laid-Back Camp - Virtual - Fumoto Campsite",32,3,0.7734
"Laid-Back Camp - Virtual - Lake Motosu",167,59,0.6923
"Laika 2.0",7,1,0.6815
"Lair Hockey",1,0,0.5942
"Lair of the Clockwork God",559,17,0.9011
"Lair of the Titans",0,1,0.4058
"Lake of Voices",372,16,0.8826
"Lake Ridden",183,55,0.7172
"Lakeview Cabin 2",171,5,0.8723
"Lakeview Cabin Collection",1364,98,0.8847
"Lakeview Valley",396,63,0.8055
"Lambda Wars",4605,307,0.9036
"Lament",21,7,0.6593
"Lamia Must Die",115,74,0.5861
"Lamia's Game Room",119,70,0.6029
"Lamm",43,6,0.7613
"LAMO",66,40,0.5926
"Lamp Chronicle",32,9,0.6894
"Lamp Head",177,49,0.7279
"Lamp Man Down",0,2,0.3592
"Lamplight City",371,38,0.8405
"Lamplight Station",4,3,0.5332
"La-Mulana",1614,380,0.778
"La-Mulana 2",567,84,0.8182
"LAMUNATION! -international-",417,24,0.8744
"Lance A Lot: Classic Edition",51,8,0.7582
"Lance A Lot: Enhanced Edition",60,3,0.823
"Lancelot's Hangover : The Quest for the Holy Booze",34,1,0.8111
"Land Doctrine",11,10,0.5144
"Land it Rocket",12,1,0.7319
"Land It!",10,1,0.7155
"Land of an Endless Journey",9,7,0.5359
"Land of Dread",2,2,0.5
"Land of Ngoto",4,3,0.5332
"Land of Puzzles: Battles",9,13,0.4445
"Land of Puzzles: Castles",6,10,0.4283
"Land of Puzzles: Elven Princess",5,6,0.4761
"Land of Puzzles: Knights",7,12,0.4218
"Land Of The Void",40,19,0.6261
"Land of Zympaia",0,3,0.3294
"Land War",10,0,0.7571
"Lander 8009 VR",9,3,0.6345
"Landflix Odyssey",7,0,0.7326
"Landinar: Into the Void",123,86,0.5708
"Landing",4,1,0.6251
"Landless",89,92,0.4934
"Landlord Girls",1259,488,0.6973
"Landlord of the Woods",43,0,0.84
"Landlord Simulator",1,12,0.2681
"Landlord's Super",430,48,0.8372
"Landmine Larry",3,0,0.6706
"Landon",0,1,0.4058
"Lands of Hope Redemption",7,3,0.6028
"Lands Of Peace",21,39,0.3935
"Lands of Pharaoh: Episode 1",2,0,0.6408
"Lands Of The Lost",1,0,0.5942
"LandTraveller",36,3,0.7837
"Langoth",26,35,0.4475
"Langrisser I & II",346,109,0.7192
"Langton's Ant",9,1,0.7057
"Language Worm",2,0,0.6408
"Languish",13,10,0.5402
"Lantern",42,15,0.6671
"Lantern Bearer",9,1,0.7057
"Lantern Forge",151,126,0.5368
"Lantern Light VR",1,0,0.5942
"Lantern of Worlds",8,3,0.6197
"Lantern of Worlds - The First Quest",2,0,0.6408
"Lantern of Worlds - The Story of Layla",13,0,0.7741
"Lanternium",34,3,0.7788
"Lanterns",4,0,0.692
"Laplace:???????",56,38,0.5714
"Lapland Solitaire",15,4,0.672
"Lapso: Nimbo",66,5,0.811
"Lapya",8,11,0.4531
"Lara Croft and the Guardian of Light",3287,313,0.8779
"Lara Croft and the Temple of Osiris",2089,1129,0.636
"Lara Croft GO",2238,198,0.8787
"Laraan",121,128,0.4886
"Laranga",1,1,0.5
"Lareissa Everbright",1,0,0.5942
"Larkin building by Frank Lloyd Wright",8,5,0.5632
"Laruaville 7",2,0,0.6408
"Larva Mortus",544,172,0.7239
"Laser Attraction",12,0,0.769
"Laser Ball",7,3,0.6028
"Laser Burst",2,0,0.6408
"Laser Cup",3,0,0.6706
"Laser Disco Defenders",39,5,0.7635
"Laser Lasso BALL",24,2,0.7662
"Laser League",1193,257,0.7867
"Laser Maze",16,1,0.7564
"Laser Paddles",1,0,0.5942
"Laser Party",17,5,0.6666
"Laser Skirmish",1,1,0.5
"LASER STRIKERS",1,1,0.5
"Laser Z",1,0,0.5942
"LaserCat",54,4,0.8047
"Laserium",65,38,0.5987
"Laserlife",86,22,0.7241
"Lasertron",1,0,0.5942
"Laservasion",2,2,0.5
"LASHEK",8,2,0.6542
"Last Alive",0,11,0.2366
"Last Anime Boy 2: Hentai Zombie Hell",31,19,0.5833
"Last Anime boy: Saving loli",102,46,0.6472
"Last Berserker™ : Endless War",38,5,0.7609
"Last Chance VR",4,2,0.5739
"LAST CHICK - ??????",8,1,0.6944
"Last Dance",1,1,0.5
"Last Day of FEAR",22,20,0.5161
"Last Day of June",2777,424,0.8352
"Last Day of Rome",98,82,0.5352
"Last Days",24,18,0.5484
"Last Days Motel",46,60,0.4501
"Last Days of Old Earth",33,22,0.5702
"Last Days of Spring 2",41,12,0.6912
"Last Days of Spring Visual Novel",65,50,0.5496
"Last Days Of Tascaria",21,5,0.6936
"Last Dream",397,77,0.7848
"Last Dream: World Unknown",45,13,0.695
"LAST EMBRYO -EITHER OF BRAVE TO STORY-",198,10,0.8614
"Last Encounter",31,10,0.673
"Last Epoch",4794,700,0.8447
"Last Escape",19,8,0.629
"Last Evil",1866,108,0.8999
"Last Fantasy Hentai",1,16,0.2436
"Last Farewell",41,6,0.7562
"Last Floor",129,44,0.6937
"Last Half of Darkness - Society of the Serpent Moon",22,6,0.682
"Last Heroes",56,21,0.666
"Last Heroes 2",30,11,0.6565
"Last Heroes 3",35,14,0.6483
"Last Heroes 4",10,7,0.5513
"Last Hope",2,7,0.3611
"Last Hope - Tower Defense",315,59,0.7848
"Last Hope on Earth",19,13,0.561
"Last Hope Z - VR",11,7,0.5653
"Last Horizon",165,41,0.7405
"Last Hours Of Jack",31,5,0.7393
"Last in Orbit",0,1,0.4058
"Last Inua",131,94,0.5661
"Last Kingdom - The Card Game",5,1,0.6478
"Last Knight",3,3,0.5
"Last Knight: Rogue Rider Edition",177,37,0.7622
"Last Labyrinth",60,14,0.7261
"Last Letter",2,2,0.5
"Last Line VR: A Zombie Defense Game",4,7,0.4282
"Last Mage Standing",16,2,0.7286
"Last Man",1,0,0.5942
"Last Man Standing",11465,7288,0.6056
"Last Memory",9,3,0.6345
"Last Mortem",33,15,0.6294
"Last Neighbor",31,14,0.6292
"Last Oasis",13676,6979,0.654
"Last of Ass",16,4,0.68
"Last Regiment",64,3,0.8274
"Last Resort Island",94,10,0.8044
"Last Rites",19,15,0.5387
"Last Room",140,54,0.6763
"Last Rose",13,2,0.7075
"Last Salvo",1,1,0.5
"Last Shark Standing",21,0,0.8028
"Last Soldier",27,37,0.4441
"Last Soul",26,1,0.7932
"Last Space Mission",2,0,0.6408
"Last Stanza",6,2,0.621
"Last Stitch Goodnight",8,2,0.6542
"Last Stonelord",15,8,0.5937
"Last Summer",19,0,0.7971
"Last Tide",751,402,0.6332
"Last Toon Standing",14,10,0.5517
"LAST WAR 2044",21,15,0.5552
"Last Warrior",22,5,0.6994
"Last Week",10,0,0.7571
"Last Will",151,49,0.7033
"Last Wood",308,99,0.7147
"Last Word",295,58,0.7783
"Last Year",4334,2805,0.5997
"Last Year: The Nightmare",195,92,0.6468
"LastCloudiaTc",268,80,0.7238
"LASTFIGHT",59,15,0.7162
"LastShot",1,2,0.4431
"Latangerine Last Journey",1,2,0.4431
"Late at night",45,58,0.4525
"Late City Riders",72,8,0.7935
"Late For Work",54,8,0.7644
"Late Night 1320",22,22,0.5
"Late Rebirth",11,1,0.7242
"Late Shift",5759,848,0.8453
"Late Stage Inferno",1,0,0.5942
"Late'O'Clock",11,2,0.6897
"Later",2,2,0.5
"Later Alligator",781,20,0.9116
"Later Daters",50,4,0.7984
"Later On",24,0,0.8103
"Lathe Safety Simulator",18,5,0.674
"Latte Stand Tycoon",23,9,0.6424
"Lava Escape Mine",2,0,0.6408
"Lava Rolling Kid",3,2,0.5417
"Lavapools",15,1,0.751
"Lavender",39,31,0.5413
"Law Mower",3,2,0.5417
"Lawgivers",232,37,0.7953
"Lawless Lands",59,6,0.7922
"Lawnmower Game",255,64,0.7466
"Lawnmower Game 2: Drifter",21,22,0.4921
"Lawnmower Game 3: Horror",15,12,0.5352
"Lawnmower Game 4: The Final Cut",27,9,0.6657
"Lawnmower Game: Next Generation",101,8,0.823
"Lawnmower Game: Racing",56,9,0.7591
"Laws of Machine",3,0,0.6706
"Lawyer Guy: Defender of Justice",92,25,0.7182
"Layers",4,0,0.692
"Layers of Fear",20010,2301,0.8774
"Layers of Fear 2",1273,473,0.7049
"Layers of Fear VR",104,40,0.6725
"Layers Of The Machine",1,1,0.5
"Lazaretto",67,17,0.7195
"Lazarus",26,21,0.5366
"Lazer Cops",9,1,0.7057
"Lazerbait",428,12,0.8971
"Lazergoat: Invasion",1,1,0.5
"Lazors",21,2,0.7544
"Lazy Chess",1,2,0.4431
"Lazy Galaxy",112,19,0.7733
"Lazy Galaxy: Rebel Story",22,3,0.7375
"Lazy Postman",10,2,0.6793
"LCD Sports: American Football",2,0,0.6408
"L'Cestrue Seyuntres",1,0,0.5942
"Le Havre: The Inland Port",22,19,0.5247
"Lead and Gold - Gangs of the Wild West",1519,584,0.7001
"Leaf",7,1,0.6815
"Leaf Blower Revolution - Idle Game",6368,338,0.9179
"Leaflet Love Story",562,47,0.8615
"Leafling Online",318,108,0.7067
"League of Angels-Heaven's Fury",193,125,0.5881
"League of Evil",43,10,0.7176
"League of Light: Dark Omens Collector's Edition",7,0,0.7326
"League of Light: Silent Mountain Collector's Edition",5,0,0.7084
"League of Light: Wicked Harvest Collector's Edition",4,0,0.692
"League of Maidens",2371,2132,0.5244
"League of Mermaids",38,14,0.6609
"League of Pirates",30,26,0.5251
"League of Pixels",74,15,0.7459
"Leak Elite",1,0,0.5942
"Leanna's Slice of Life",435,77,0.7962
"Leap of Champions",23,11,0.616
"Leap of Fate",360,40,0.8342
"Leap of Love",19,11,0.5859
"Leap Up no jutsu",62,24,0.6633
"Leaper",29,6,0.7169
"LeapII",14,0,0.7787
"Learn (Japanese) Kana The Fun Way!",2,7,0.3611
"Learn Game Development, Unity Code Monkey",74,10,0.7809
"Learn Japanese To Survive - Hiragana Battle",1573,130,0.8786
"Learn Japanese To Survive! Kanji Combat",179,24,0.8048
"Learn Japanese To Survive! Katakana War",311,23,0.8562
"Learn Programming: Python",19,8,0.629
"Learn Spanish VR",1,0,0.5942
"Learn Spanish! Easy Vocabulary",6,0,0.7217
"Learn to Fly 3",3568,316,0.8839
"Learning Factory",68,14,0.7422
"Leashed Soul",25,3,0.7503
"Leave Me Alone: A Trip To Hell",84,20,0.7319
"Leave The Nest",9,3,0.6345
"Leave The Red",8,1,0.6944
"LEAVES - The Journey",256,58,0.7595
"LEAVES - The Return",144,16,0.8134
"Leaving Lyndow",695,181,0.7552
"Lectrovolt II",5,4,0.5278
"Led It Rain",19,12,0.5731
"Led It Rain VR",14,6,0.62
"Leder Panzer",3,0,0.6706
"Lee inside TV",5,0,0.7084
"Left 4 Dead",31399,1340,0.939
"Left 4 Dead 2",467509,13145,0.9634
"LEFT ALIVE™",170,494,0.2905
"Left Alone",360,119,0.7123
"Left in the Dark: No One on Board",482,98,0.7823
"Left on Read",3024,596,0.8069
"Left&Right",12,1,0.7319
"Left-Hand Path",103,18,0.7685
"LeftWay",24,6,0.6933
"Legacy - Witch Island",8,2,0.6542
"Legacy - Witch Island 2",16,7,0.6205
"Legacy - Witch Island 3",3,1,0.596
"Legacy of Dorn: Herald of Oblivion",125,20,0.7813
"Legacy of Kain: Defiance",633,96,0.8177
"Legacy of Kain: Soul Reaver",1140,432,0.7006
"Legacy of Kain: Soul Reaver 2",439,197,0.663
"Legacy of Lina",12,0,0.769
"Legacy of the Elder Star",40,6,0.7536
"Legal Dungeon",254,74,0.7265
"Legena: Union Tides",13,2,0.7075
"Legend",36,21,0.5928
"Legend Bowl",125,7,0.8444
"Legend creatures",2516,178,0.8937
"Legend Knight",5,8,0.4368
"Legend MMO",65,60,0.5153
"Legend of Ares",26,23,0.5212
"Legend of Assassin: Egypt",8,9,0.4829
"Legend of Assassin: Jungle",3,6,0.4167
"Legend of Assassin: Siberia",9,11,0.47
"Legend of Cenama",42,4,0.7834
"Legend of Cina",5,2,0.5997
"Legend of Dungeon",1147,414,0.7091
"Legend of Dungeon: Masters",117,81,0.5724
"Legend of Everything",3,0,0.6706
"Legend of Fae",86,27,0.6983
"Legend of Fainn Dynasty ~Battles of Beautiful Warlords~",87,31,0.681
"Legend of GBC Tycoon",46,10,0.7263
"Legend of Grimrock",5060,316,0.908
"Legend of Grimrock 2",2693,260,0.8748
"Legend of Hand",55,2,0.828
"Legend of Himari",179,18,0.8255
"Legend of Homebody",220,44,0.7712
"Legend of Kay Anniversary",165,76,0.6493
"Legend of Keepers",1648,244,0.8328
"Legend of Keepers: Prologue",2154,143,0.8952
"Legend of Krannia: Cursed Fate",10,2,0.6793
"Legend of Long Night",2,2,0.5
"Legend Of Maratha Warriors",5,0,0.7084
"Legend of Merchant",487,102,0.7789
"Legend Of Mercy ????",311,91,0.7287
"Legend of Miro",22,26,0.4712
"Legend of Moros",7,0,0.7326
"Legend of Mysteria",479,205,0.6722
"Legend of Numbers",64,20,0.6931
"Legend of Orion: Adventure",1,1,0.5
"Legend of Streets",1,0,0.5942
